0,1,2,3,4
"['language', 'acquired', 'money', 'skills', 'information']","['mathematics', 'science']","['text', 'cognitive', 'process', 'structure', 'understand']","['digital', 'devices', 'outside', 'home', 'available']","['people', 'money', 'home', 'parents', 'find']"
